"Dragon Ball GT: O Legado de um Herói",3,1997-03-26
"Tarzan e Jane",2,2002-06-24
"Alerta Vermelho",3,2021-11-04
"O Espelho",3,2013-09-08
"American Pie: Tocando a Maior Zona",2,2005-10-31
"Midsommar: O Mal Não Espera a Noite",3,2019-07-03
"어린 형수 4",3,2019-01-25
"American Pie: O Casamento",3,2003-08-01
"A Fantástica Fábrica de Chocolate",3,1971-06-29
"Alice no País das Maravilhas",3,1951-07-28
"Por Água Abaixo",3,2006-10-22
"O Apostador",2,2014-12-25
"A Centopéia Humana 2",2,2011-10-06
"A Noviça Rebelde",3,1965-03-29
"정사",2,2014-10-30
"Alvin e os Esquilos 3",2,2011-12-14
"As Quíntuplas Essenciais: O Filme",4,2022-05-20
"Animais Noturnos",3,2016-11-04
"Duna",3,1984-12-14
"Noites Brutais",3,2022-09-08
"Atirador",3,2007-03-22
"O Massacre da Serra Elétrica 3D: A Lenda Continua",2,2013-01-03
"A Nova Cinderela",3,2004-07-16
"Bumblebee",3,2018-12-15
"Lust och fägring stor",3,1995-03-08
"Mentes Sombrias",3,2018-07-25
"Busca Implacável 2",3,2012-09-27
"Magnatas do Crime",3,2020-01-23
"My Hero Academia: O Filme – Ascensão dos Heróis",4,2019-12-20
"De Carona para o Amor",3,2018-03-14
"Amor de Redenção",3,2022-01-21
"Code Geass: Fukkatsu no Lelouch",3,2019-02-09
"Anjos e Demônios",3,2009-04-23
"Comemoração de 20 anos de Harry Potter: De Volta a Hogwarts",3,2022-01-01
"Teen Wolf: O Filme",3,2023-01-18
"O Segredo da Cabana",3,2012-04-12
"Snatch: Porcos e Diamantes",3,2000-09-01
"Godzilla",3,2014-05-14
"Mulan 2: A Lenda Continua",3,2004-11-03
"My Hero Academia: Missão Mundial de Heróis",3,2021-08-06
"Dentro da Mente de um Cachorro",3,2024-08-09
"O Projeto Adam",3,2022-03-11
"Birdman ou (A Inesperada Virtude da Ignorância)",3,2014-10-17
"Férias Frustradas",3,2015-07-28
"Os Goonies",3,1985-06-07
"Ricky Stanicky",3,2024-02-21
"Uma Noite Alucinante: A Morte do Demônio",3,1981-09-10
"Star Trek: Sem Fronteiras",3,2016-07-07
"Wolf Creek: Viagem ao Inferno 2",3,2013-08-30
"E N V O Y",3,2014-09-22
"Austin Powers: O Agente Bond Cama",3,1999-06-08
"Tempo",3,2021-07-21
"Emmanuelle 6",2,1988-07-06
"Code Geass: Fukkatsu no Lelouch",3,2019-02-09
"Rocky III: O Desafio Supremo",3,1982-05-28
"A Lenda do Cavaleiro Sem Cabeça",3,1999-11-19
"Sem Perdão",3,2017-07-13
"Uma Babá Quase Perfeita",3,1993-11-24
"A Casa Monstro",3,2006-06-30
"Kung Fu Futebol Clube",3,2001-07-05
"O Diário da Princesa",3,2001-08-03
"Star Wars: Episódio I - A Ameaça Fantasma",3,1999-05-19
"As Crônicas de Spiderwick",3,2008-02-14
"Dias Perfeitos",3,2023-11-10
"O Menu",3,2022-11-17
"A Escolha Perfeita 2",3,2015-05-07
"Kaulayaw",3,2024-07-18
"O Cão e a Raposa",3,1981-07-10
"Carta Selvagem",2,2015-01-14
"Irmãs de Sorte",2,2024-08-30
"Assassino Sem Rastro",3,2022-04-28
"Os Fora da Lei",3,2017-10-03
"Need for Speed: O Filme",3,2014-03-12
"Lego Batman: O Filme",3,2017-02-08
"O Filho de Chucky",2,2004-11-12
"O Homem da Terra: Holoceno",2,2017-10-13
"A Barraca do Beijo",3,2018-05-11
"Um Time Show de Bola",3,2013-07-18
"O Gigante de Ferro",3,1999-08-06
"Lilo, Lilo, Crocodilo",3,2022-10-07
"Annabelle",2,2014-10-02
"Monster",3,2023-06-02
"Alvin e os Esquilos 2",2,2009-12-21
"O Quarto ao Lado",1,2024-10-18
"Irreversível",3,2002-05-22
"Como Se Fosse a Primeira Vez",3,2004-02-13
"A Felicidade Não Se Compra",4,1946-12-20
"A Volta ao Mundo em 80 Dias",2,2021-08-04
"O Recepcionista",3,2020-02-19
"Cemitério Maldito: A Origem",2,2023-09-23
"Don't Look at the Demon",3,2022-09-29
"Daddio",3,2024-06-27
"Triângulo do Medo",3,2009-10-16
"MIB - Homens de Preto",3,1997-07-02
"దేవర: Part 1",1,2024-09-26
"Rio",3,2011-04-03
"Mais Um Tiro Certo",3,2024-01-09
"Nosferatu",3,1922-02-16
"A Boa Metade",2,2024-07-23
"Missão: Impossível 3",3,2006-04-25
"Norbit - Uma Comédia de Peso",2,2007-02-08
"A Escola do Bem e do Mal",3,2022-10-19
"Continência ao Amor",4,2022-07-29
"Cidade Perdida",3,2022-03-24
"Dragon Ball GT: O Legado de um Herói",3,1997-03-26
"Kiss and Kill",2,2017-08-08
"M3GAN",3,2022-12-28
"Aftersun",3,2022-10-21
"Infinito",3,2021-09-09
"THE FIRST SLAM DUNK",3,2022-12-03
"Continue",1,2022-08-20
"옹녀뎐",2,2014-08-21
"Amor de Redenção",3,2022-01-21
"Il ginecologo della mutua",2,1977-09-13
"Os Instrumentos Mortais: Cidade dos Ossos",3,2013-08-21
"Boruto: Naruto O Filme",3,2015-08-07
"Army of the Dead: Invasão em Las Vegas",3,2021-05-14
"Independence Day: O Ressurgimento",2,2016-06-22
"물오징어6969",2,2022-01-27
"정사",2,2014-10-30
"Sombras da Noite",3,2012-05-09
"Danadinha",2,2023-02-14
"Cinderela III: Uma Volta no Tempo",3,2007-02-06
"Show de Vizinha",3,2004-04-09
"Psicose",4,1960-06-22
"A Máscara do Zorro",3,1998-07-16
"Hulk",2,2003-06-19
"Cada Um na Sua Casa",3,2015-03-18
"Porco Rosso: O Último Herói Romântico",3,1992-07-18
"A Baleia",3,2022-12-09
"A Órfã",3,2009-07-24
"As Férias da Minha Vida",3,2006-01-13
"O Silêncio da Vingança",3,2023-11-30
"Rogue, o Assassino",3,2007-08-24
"A Cinco Passos de Você",4,2019-03-14
"Um Quarto em Roma",3,2010-05-07
"Hypnotic: Ameaça Invisível",3,2023-05-11
"Lilo & Stitch 2: Stitch Deu Defeito",3,2005-01-22
"Palhaços Assassinos do Espaço Sideral",3,1988-05-27
"Sex and the City: O Filme",3,2008-05-12
"Olhos Famintos 3",2,2017-09-26
"American Pie 2: A Segunda Vez é Ainda Melhor",3,2001-08-10
"Todo Poderoso",3,2003-05-23
"G.I. Joe Origens: Snake Eyes",3,2021-07-22
"Quebra de Sigilo",3,1992-09-09
"Os Cavaleiros do Zodíaco: A Lenda do Santuário",3,2014-06-21
"Hora do Massacre",3,2024-05-08
"O Castelo no Céu",4,1986-08-02
"Thanatomorphose",2,2012-10-04
"Anjos da Noite: A Evolução",3,2006-01-12
"Indiana Jones e o Reino da Caveira de Cristal",3,2008-05-21
"Missão: Impossível",3,1996-05-22
"O Pequenino",2,2006-08-31
"Os Smurfs",2,2011-07-29
"As Virgens Suicidas",3,2000-04-21
"Questão de Tempo",3,2013-09-04
"A Piscina",3,1969-01-31
"Shazam!",3,2019-03-29
"Disco, Ibiza, Locomía",3,2024-03-08
"O Procurado",3,2008-06-19
"A Bela Adormecida",3,1959-02-17
"Invasão Zumbi 2: Península",3,2020-07-15
"Cidade Perdida",3,2022-03-24
"Kali: Anjo Vingador",3,2024-05-31
"As Cores do Mal: Vermelho",3,2024-05-29
"Radical",4,2023-10-19
"A Mesa de Café",3,2022-06-01
"Finch",3,2021-11-04
"Doce Vingança 2",3,2013-08-25
"Nem Que a Vaca Tussa",3,2004-04-02
"Uma Mente Brilhante",3,2001-12-14
"Encanto no Hollywood Bowl",3,2022-12-28
"Encanto no Hollywood Bowl",3,2022-12-28
"Lagoa Azul: O Despertar",3,2012-06-16
"Kang Mak (from Pee Mak)",3,2024-08-15
"Corrida Mortal",3,2008-08-22
"Oldboy",4,2003-11-21
"Infinito",3,2021-09-09
"Lightyear",3,2022-06-15
"Alerta Máximo",3,2023-01-12
"Loucas em Apuros",3,2023-06-22
"Monella, a Travessa",2,1998-06-01
"As Aventuras de Sharkboy e Lavagirl",2,2005-06-10
"Skin: À Flor da Pele",3,2019-07-26
"Tinker Bell e o Tesouro Perdido",3,2009-09-03
"Legalmente Loira 2",2,2003-07-02
"Eu Quero Ouvir a Sua Voz",3,2017-08-25
"O Homem dos Sonhos",3,2023-11-10
"Pânico na Floresta 6",2,2014-08-22
"Duro de Matar: Um Bom Dia para Morrer",2,2013-02-06
"தமிழ் ராக்கர்ஸ்",3,2021-12-31
"Eu os Declaro Marido... e Larry",3,2007-07-12
"Lâmina dos 47 Ronins",3,2022-10-25
"O Reino do Dragão",2,2018-11-26
"Jogos Vorazes",3,2012-03-12
"007 Um Novo Dia para Morrer",2,2002-11-17
"Thabo - Das Nashornabenteuer",3,2023-11-09
"La familia Benetón",2,2024-03-22
"特區愛奴",2,1992-01-01
"Hellboy",2,2019-04-10
"Tabú",3,1983-03-10
"Terceira Pessoa",2,2014-06-20
"Anjos da Lei",3,2012-03-14
"Premonição 4",2,2009-08-26
"As Tartarugas Ninja: Fora das Sombras",3,2016-06-01
"Kaulayaw",3,2024-07-18
"Legião",2,2010-01-21
"A Arte de Amar",3,2024-03-13
"Sexta-Feira Muito Louca",3,2003-08-05
"Falcão Negro em Perigo",3,2001-12-28
"Medo Profundo: O Segundo Ataque",2,2019-08-15
"Tabu",2,1977-01-28
"A Máscara do Zorro",3,1998-07-16
"Espíritos: A Morte Esta Ao Seu Lado",3,2004-09-09
"007 Contra GoldenEye",3,1995-11-16
"Diário de um Banana",3,2010-03-19
"A Sombra do Mal",3,2023-09-07
"Os Smurfs",2,2011-07-29
"Flamin' Hot: O Sabor que Mudou a História",3,2023-03-11
"Ninguém Segura Este Bebê",3,1994-07-01
"As Tartarugas Ninja",3,1990-03-30
"A Maldição da Chorona",2,2019-04-17
"A Múmia - Tumba do Imperador Dragão",2,2008-07-01
"Watchmen: Capítulo 1",3,2024-08-12
"Sin City: A Dama Fatal",3,2014-08-20
"Guardiões da Galáxia",3,2014-07-30
"Show de Vizinha",3,2004-04-09
"Ghost in the Shell: O Fantasma do Futuro",3,1995-11-18
"Medo",2,2023-01-27
"Exército do Amanhã",3,2022-08-05
"A Morte do Demônio",3,2013-04-05
"O Diário da Princesa",3,2001-08-03
"O Coletivo",2,2023-08-04
"女囚アヤカ いたぶり牝調教",2,2008-09-19
"O Massacre da Serra Elétrica",3,2003-05-21
"清宫性史3之名妓风流",1,2002-01-01
"As Aventuras de Pi",3,2012-11-20
"劇場総集編ぼっち・ざ・ろっく！Re:",3,2024-06-07
"A Sacrifice",2,2024-06-28
"超大型新人NO.1STYLE 白上咲花 AVデビュー",1,2024-04-24
"Manequim",3,1987-02-13
"O Beijo do Demônio",3,2023-03-30
"O Escorpião Rei",2,2002-04-18
"Alvin e os Esquilos",2,2007-12-13
"Dragon Ball: A Bela Adormecida no Castelo do Diabo",3,1987-07-18
"Emmanuelle au 7ème ciel",2,1993-09-19
"A Família Addams 2",3,1993-11-19
"Pânico na Floresta 6",2,2014-08-22
"O Touro Ferdinando",3,2017-12-09
"O Urso do Pó Branco",3,2023-02-22
"த கிரேட்டஸ்ட் ஆஃப் ஆல் டைம்",2,2024-09-05
"Alice no País das Maravilhas",3,1951-07-28
"Todos Nós Desconhecidos",3,2023-12-22
"孽欲追击档案之邪杀",2,1996-06-22
"Rainha de Copas",3,2019-03-27
"Gigolô por Acidente",2,1999-12-10
"Army of the Dead: Invasão em Las Vegas",3,2021-05-14
"9: A Salvação",3,2009-08-19
"O Contador",3,2016-10-13
"Cada Um na Sua Casa",3,2015-03-18
"Poltergeist - O Fenômeno",2,2015-05-20
"O Banqueiro",3,2020-03-06
"Corra que a Polícia Vem Aí! 2½",3,1991-06-28
"Sex and the City: O Filme",3,2008-05-12
"O Astronauta",3,2024-02-23
"Acredite em Mim: A História de Lisa Mcvey",4,2018-09-30
"Ace Ventura: Um Detetive Diferente",3,1994-02-04
"Sub Rosa",3,2014-08-10
"Os Novos Mutantes",3,2020-04-02
"Green Book: O Guia",4,2018-11-16
"Miracolo italiano",2,1994-12-21
"Contágio",3,2011-09-08
"Poltergeist - O Fenômeno",2,2015-05-20
"Tenet",3,2020-08-22
"A Centopéia Humana 2",2,2011-10-06
"One Piece: Episódio de Skypiea",3,2018-08-25
"Fim dos Tempos",2,2008-06-11
"O Gigante de Ferro",3,1999-08-06
"O Corvo: Vingança Maldita",1,2005-05-04
"O Início Do Mundo De Greg: Um Filme Original",3,2023-12-11
"A Era do Gelo: O Big Bang",3,2016-06-23
"Segredos de um Escândalo",3,2023-11-16
"Incontrolável",3,2010-11-04
"Karatê Kid: A Hora da Verdade",3,1984-06-22
"A Conquista do Planeta dos Macacos",3,1972-06-29
"Ligadas pelo Desejo",3,1996-09-13
"De Volta para o Futuro II",3,1989-11-22
"Corra que a Polícia Vem Aí!",3,1988-12-02
"Convenção das Bruxas",3,2020-10-26
"Zodíaco",3,2007-03-02
"Drive",3,2011-09-15
"Aftersun",3,2022-10-21
"超大型新人NO.1STYLE 白上咲花 AVデビュー",1,2024-04-24
"O Terminal",3,2004-06-17
"Anastasia",3,1997-11-20
"De Volta ao Planeta dos Macacos",3,1970-04-23
"Stephane",3,1969-01-22
"A Lagoa Azul",3,1980-07-05
"O Imaginário",4,2023-12-15
"Crescer Não é Brincadeira 2",3,2024-03-15
"A Casa de Cera",2,2005-05-05
"Dumbo",3,2019-03-27
"Uma Herança Inusitada",2,2024-06-19
"O Grande Hotel Budapeste",4,2014-02-26
"Cemitério Maldito",2,2019-04-04
"Minha Arma Era a Lei",3,2023-01-13
"美女奉行　おんな牢秘抄",2,1995-03-24
"Natty Knocks",2,2023-07-21
"O Fabuloso Destino de Amélie Poulain",3,2001-04-25
"007 Contra Spectre",3,2015-10-26
"Big Stan: Arrebentando na Prisão",3,2007-11-03
"Carrie: A Estranha",3,2013-10-16
"Angry Birds: O Filme",3,2016-05-11
"Férias Frustradas",3,1983-07-29
"O Apostador",2,2014-12-25
"Lanterna Verde",2,2011-06-14
"Dragon Ball Z: A Árvore do Poder",3,1990-06-07
"Akira",3,1988-06-10
"Tarde Demais Para Voltar",2,2023-11-02
"Todo Mundo Quase Morto",3,2004-04-09
"엄마친구 2",2,2016-09-01
"Power",3,2020-08-14
"Os Cavaleiros do Zodíaco: A Lenda dos Defensores de Atena",3,1988-07-23
"美女奉行　おんな牢秘抄",2,1995-03-24
"Amor e Outras Drogas",3,2010-11-04
"A Cinco Passos de Você",4,2019-03-14
"Enrolados para Sempre",3,2012-01-13
"Tinker Bell: Fadas e Piratas",3,2014-02-13
"Revealed: KillJoy",1,2024-09-08
"Por Água Abaixo",3,2006-10-22
"映画ドラえもん のび太の地球交響楽",3,2024-03-01
"Os Caça-Fantasmas",3,1984-06-08
"Platoon",3,1986-12-19
"Hellraiser: Renascido do Inferno",3,1987-09-11
"Bird Box",3,2018-12-13
"A Entrevista",3,2014-12-25
"O Expresso Polar",3,2004-11-10
"A Vida Depois",3,2021-03-17
"Irreversível",3,2002-05-22
"A Forma da Água",3,2017-12-01
"9: A Salvação",3,2009-08-19
"새아빠와 모녀",3,2021-09-24
"You'll Never Find Me",3,2024-03-07
"డబుల్ ఇస్మార్ట్",3,2024-08-15
"Ritual de Inverno",2,2018-11-02
"A Fera do Mar",3,2022-06-24
"Para Sempre",3,2012-02-05
"Cães de Guerra",3,2016-08-18
"Proposta Indecente",3,1993-04-07
"Pretty Guardian Sailor Moon Cosmos: O Filme – Parte 1",3,2023-06-09
"Deus Não Está Morto: Em Deus Confiamos",1,2024-09-12
"Antes do Amanhecer",3,1995-01-27
"ギニーピッグ2 血肉の華",2,1985-10-07
"Planeta Duna",2,2021-10-29
"A Felicidade Não Se Compra",4,1946-12-20
"Spenser Confidential 2",1,0000-00-00
"Gemini: O Planeta Sombrio",2,2022-01-06
"O Poço",3,2019-11-08
"A Visita",3,2015-09-10
"Amargo Pesadelo",3,1972-08-18
"Incêndios",4,2010-09-17
"Sobrenatural: A Origem",3,2015-05-28
"Sem Limites",3,2011-03-17
"Monstros: A Maldição do Dragão",3,2024-01-21
"O Culto de Chucky",2,2017-10-12
"Batalha do Planeta dos Macacos",2,1973-06-15
"O Senhor dos Anéis",3,1978-11-15
"Agente Oculto",3,2022-07-13
"No Ritmo do Coração",3,2021-08-13
"A Maldição",3,2021-11-12
"De Volta à Lagoa Azul",3,1991-08-02
"Mãos Talentosas: A História de Ben Carson",3,2009-02-07
"O Imperador",2,2014-09-26
"Ainda Temos o Amanhã",4,2023-10-26
"Maid in Sweden",2,1971-11-03
"Big Stan: Arrebentando na Prisão",3,2007-11-03
"Femmine infernali",2,1980-03-27
"Não Fale o Mal",3,2022-03-17
"E.T.: O Extraterrestre",3,1982-06-11
"Bom Garoto",3,2022-06-03
"Verônica: Jogo Sobrenatural",3,2017-08-25
"A Vida Depois",3,2021-03-17
"Tayuan",2,2023-06-23
"Cinderela III: Uma Volta no Tempo",3,2007-02-06
"Como Pétalas que Caem",3,2022-03-24
"Lolita",3,1997-09-27
"Uma Noite no Museu 3: O Segredo da Tumba",3,2014-12-17
"O Lamento",3,2016-05-12
"Treze Vidas: O Resgate",3,2022-07-18
"Fúria Sobre Rodas",2,2011-02-24
"Uma Longa Jornada",3,2015-04-09
"Robin Hood: A Origem",2,2018-11-03
"Megalópolis",1,2024-09-23
"ベッドタイムアイズ",1,1987-04-25
"A Identidade Bourne",3,2002-06-14
"Vidas Sem Rumo",3,1983-03-25
"Lilo, Lilo, Crocodilo",3,2022-10-07
"Cães de Aluguel",4,1992-09-02
"Смак свободи",3,2024-03-07
"Doce Vingança",3,2010-06-17
"Rampage: Destruição Total",3,2018-04-11
"The Weapon",2,2023-02-17
"O Quarto ao Lado",1,2024-10-18
"O Touro Ferdinando",3,2017-12-09
"O Grande Herói",3,2013-12-24
"Noite de Jogos",2,2024-07-03
"Olhos Cinzentos",2,2018-05-11
"Lanterna Verde",2,2011-06-14
"A Maldição da Chorona",2,2019-04-17
"A Nova Onda do Kronk",3,2005-12-05
"Armadilha",3,1999-04-29
"Assassino à Preço Fixo",3,2011-01-13
"Gonjiam: Manicômio Assombrado",3,2018-03-28
"Dia de Treinamento",3,2001-10-05
"咸湿西游记之猪八戒淫闹女儿国",2,1998-06-16
"RED 2: Aposentados e Ainda Mais Perigosos",3,2013-07-18
"O Ataque",3,2013-06-27
"Carga Explosiva 2",3,2005-08-03
"MIB - Homens de Preto II",3,2002-07-03
"Premonição 3",3,2006-02-09
"Liga da Justiça: Mundo Bélico",3,2023-07-25
"O Coletivo",2,2023-08-04
"That Time I Get Reincarnated as a Slime: O Filme",3,2022-11-25
"A Luz do Demônio",3,2022-10-23
"Elysium",3,2013-08-07
"Quebrando Regras",3,2008-03-04
"As Aventuras de Pi",3,2012-11-20
"Todo Mundo Quase Morto",3,2004-04-09
"A Entidade",3,2012-03-29
"Subservience",3,2024-08-15
"Tomates Verdes Fritos",3,1991-12-27
"Querida, Encolhi as Crianças",3,1989-06-23
"Corpo Fechado",3,2000-11-22
"Os Deuses Devem Estar Loucos",3,1980-09-10
"Cuidado com Quem Chama",3,2020-12-04
"Shockwave: Countdown to Disaster",2,2017-09-02
"Code Geass: Lelouch of the Rebellion - Awakening",3,2017-10-21
"As Lágrimas de Jennifer",3,1972-08-04
"Uma Vida: A História de Nicholas Winton",3,2023-12-21
"O Acordo",3,2013-02-21
"Fome de Poder",3,2016-11-24
"Deep Throat Part II",2,1974-02-01
"Terra Selvagem",3,2017-08-03
"Parque do Terror",2,2023-10-20
"Wyrmwood: Apocalypse",2,2022-02-10
"12 Anos de Escravidão",3,2013-10-18
"Os Imperdoáveis",3,1992-08-07
"Não Olhe para Cima",3,2021-12-08
"Eva",2,2021-12-24
"A Lenda do Rei Macaco 2: Viagem ao Oeste",3,2016-01-22
"As Tartarugas Ninja: O Retorno",3,2007-03-23
"Juego de brujas",1,2023-04-18
"Mulher?",3,2022-08-12
"À Prova de Morte",3,2007-05-22
"[REC]",3,2007-11-23
"Um Homem Implacável",3,2023-08-15
"Doce Vingança 2",3,2013-08-25
"A Conquista do Planeta dos Macacos",3,1972-06-29
"Ruim pra Cachorro",3,2023-08-17
"O Primeiro Homem",3,2018-10-10
"Histórias Assustadoras para Contar no Escuro",3,2019-08-08
"Strange Darling",3,2024-08-22
"Wyrmwood: Apocalypse",2,2022-02-10
"Perseguindo Abbott",2,2015-05-21
"Super 8",3,2011-06-08
"화려한 외출",3,2013-12-05
"Anaconda",2,1997-04-11
"Emma es Eddie: A Working Couple",2,2024-04-25
"Rain Man",3,1988-12-12
"A Maldição de Chucky",2,2013-10-08
"Animais Fantásticos: Os Crimes de Grindelwald",3,2018-11-14
"Kabayo",1,2023-05-26
"Jurassic World 4",1,2025-07-02
"Bambi 2",3,2006-01-26
"Os Oito Odiados",3,2015-12-25
"Expresso do Amanhã",3,2013-08-01
"Os 13 Sobreviventes da Caverna",3,2022-10-05
"A Ilha",3,2005-07-21
"Um Estranho no Ninho",4,1975-11-19
"Ela é o Cara",3,2006-03-17
"Doce Vingança",3,2010-06-17
"O Gato de Botas: Os Três Diabos",3,2012-02-07
"Paul: O Alien Fugitivo",3,2011-02-14
"Sheriff: Narko Integriti",4,2024-04-18
"Soudain seuls",2,2023-12-06
"Os Jovens Titãs: Missão Tóquio",3,2006-09-15
"O Último dos Moicanos",3,1992-08-26
"O Grande Lebowski",3,1998-03-06
"Os Instrumentos Mortais: Cidade dos Ossos",3,2013-08-21
"Beleza Americana",4,1999-09-15
"Planeta do Tesouro",3,2002-11-26
"One Piece: Episódio de Skypiea",3,2018-08-25
"May-December-January",1,2022-10-12
"Barbie Fairytopia: Mermaidia",3,2006-03-14
"Cerco ao Terror: Ataque ao Templo",3,2021-07-09
"Anna: O Perigo Tem Nome",3,2019-06-19
"One Piece 3D2Y",3,2014-12-31
"Quatro Vidas de um Cachorro",3,2017-01-19
"O Demônio dos Mares",2,2023-04-26
"A Casa do Terror",3,2019-09-13
"Exército do Amanhã",3,2022-08-05
"Os 12 Macacos",3,1995-12-29
"As Patricinhas de Beverly Hills",3,1995-07-19
"Rogue One: Uma História Star Wars",3,2016-12-14
"Os Cavaleiros do Zodíaco: O Santo Guerreiro",3,1987-07-18
"The Immortal Wars: Rebirth",3,2021-11-02
"Swingers",2,2020-08-24
"Alvin e os Esquilos",2,2007-12-13
"Elvis",3,2022-06-22
"O Recepcionista",3,2020-02-19
"Crianças Lobo",4,2012-07-21
"À Prova de Morte",3,2007-05-22
"Desencantada",3,2022-11-18
"Você Deveria Ter Partido",3,2020-06-18
"Dracula: A História Nunca Contada",3,2014-10-01
"De Volta para o Futuro III",3,1990-05-25
"Hellboy",2,2019-04-10
"The Serpent",3,2021-01-28
"O Exorcismo de Emily Rose",3,2005-09-09
"Noite Infeliz",3,2022-11-30
"Minions",3,2015-06-17
"Jogos Vorazes",3,2012-03-12
"マイマザーズアイズ",3,2023-11-24
"STAND BY ME Doraemon",3,2014-08-08
"Do Que os Homens Gostam",3,2019-02-08
"Jurassic Park: O Parque dos Dinossauros",3,1993-06-11
"Fargo: Uma Comédia de Erros",3,1996-03-08
"O Chefinho: Bônus de Natal",3,2022-12-06
"Anjos da Lei",3,2012-03-14
"Dragon Ball Z: A Batalha nos Dois Mundos",3,1993-07-10
"A Hora do Pesadelo 6: Pesadelo Final - A Morte de Freddy",2,1991-09-05
"Não é Mais um Besteirol Americano",2,2001-12-07
"Quarto de Guerra",3,2015-08-28
"Príncipe da Pérsia: As Areias do Tempo",3,2010-05-19
"O Vingador do Futuro",3,1990-06-01
"Jamais Foram Vencidos",3,1969-10-04
"De Volta ao Planeta dos Macacos",3,1970-04-23
"Mutt",2,2023-08-09
"Hellboy",3,2004-04-02
"Duro de Atuar",2,2023-02-22
"Tinker Bell e o Resgate da Fada",3,2010-07-29
"Três Anúncios Para Um Crime",4,2017-12-01
"Para Sempre",3,2012-02-05
"Samaritano",3,2022-08-25
"Halloween Ends",3,2022-10-12
"Swingers",2,2020-08-24
"가슴 큰 울 엄마 2",2,2020-05-27
"Assim na Terra Como no Inferno",3,2014-08-14
"Idiocracia",3,2006-09-01
"Missão: Impossível",3,1996-05-22
"O Intruso",2,2014-09-10
"Noite de Jogos",2,2024-07-03
"La fuga",3,2024-05-10
"Anjos da Noite: O Despertar",3,2012-01-19
"Sempre ao Seu Lado",4,2009-06-08
"Alerta Máximo",3,2023-01-12
"Medo",3,1996-04-12
"As Lágrimas de Jennifer",3,1972-08-04
"Sussurros do Coração",3,1995-07-15
"Spotlight: Segredos Revelados",3,2015-11-06
"O Conde de Monte Cristo",3,2002-01-23
"O Império dos Sentidos",3,1976-09-15
"Batman Eternamente",2,1995-06-16
"Sakaratul Maut",3,2024-08-01
"Independence Day: O Ressurgimento",2,2016-06-22
"Platoon",3,1986-12-19
"Bee Movie: A História de uma Abelha",3,2007-10-28
"Cicatrices",3,2005-09-16
"Os Cavaleiros do Zodíaco: A Lenda do Santuário",3,2014-06-21
"Oferenda ao Demônio",3,2022-09-23
"Kick-Ass: Quebrando Tudo",3,2010-03-26
"Garota, Interrompida",3,1999-12-21
"Monstros vs Alienígenas",3,2009-03-19
"O Diário da Princesa 2: Casamento Real",3,2004-08-06
"Code 8: Renegados",3,2019-12-06
"Todo Mundo em Pânico 4",2,2006-04-12
"As Panteras",3,2019-11-14
"Pretty Guardian Sailor Moon Cosmos: O Filme – Parte 1",3,2023-06-09
"Lágrimas do Sol",3,2003-03-07
"Terra Faminta",3,2024-07-26
"How to Have Sex",3,2023-11-02
"Amargo Pesadelo",3,1972-08-18
"El salto",3,2024-04-12
"O Senhor dos Anéis",3,1978-11-15
"O Rei Macaco",3,2023-08-11
"僕のヒーローアカデミア THE MOVIE ユアネクスト",3,2024-08-02
"Assassino Sem Rastro",3,2022-04-28
"Sr. & Sra. Smith",3,2005-06-07
"Terra à Deriva",3,2019-02-05
"Controle Absoluto",3,2008-09-25
"O Grande Herói",3,2013-12-24
"Impacto Profundo",3,1998-05-08
"Corrida do Ouro",3,2022-12-15
"O Paradoxo Cloverfield",2,2018-02-04
"As Aventuras de Sharkboy e Lavagirl",2,2005-06-10
"Hammarskjöld",3,2023-12-25
"Hancock",3,2008-07-01
"물오징어6969",2,2022-01-27
"빚에 팔려온 친구아내",2,2022-06-30
"Mad Max 2: A Caçada Continua",3,1981-12-24
"Lamborghini: O Homem Por Trás da Lenda",3,2022-11-17
"Brinquedo Assassino",3,1988-11-09
"De Repente 30",3,2004-04-13
"獸性新人類",3,2000-09-23
"Mistério em Alto Mar",2,2023-05-26
"Spenser Confidential 2",1,0000-00-00
"Bom Dia",3,1959-05-12
"Eu, Capitão",3,2023-09-07
"Águas Rasas",3,2016-06-24
"O Lado Bom de Ser Traída",3,2023-10-25
"Entre primas se arrima",1,2023-03-02
"Segurança em Risco",3,2017-03-04
"12 Horas Para o Fim do Mundo",3,2022-12-22
"A Lagoa Azul",3,1980-07-05
"The Weapon",2,2023-02-17
"Todas as Mulheres Fazem",2,1992-02-21
"Apollo 13 - Do Desastre ao Triunfo",3,1995-06-30
"Carter",3,2022-08-05
"A Fera do Mar",3,2022-06-24
"Footloose: Ritmo Louco",3,1984-02-17
"Extermínio 2",3,2007-04-26
"Scarlet Innocence",3,2014-10-02
"Irmãos Gêmeos",3,1988-12-09
"Duro de Matar 3: A Vingança",3,1995-05-19
"La casa",3,2024-05-01
"A Caçada ao Outubro Vermelho",3,1990-03-02
"STAND BY ME Doraemon",3,2014-08-08
"Futari wa Precure Max Heart",3,2005-04-16
"Nem Que a Vaca Tussa",3,2004-04-02
"Karatê Kid: A Hora da Verdade",3,1984-06-22
"Ligadas pelo Desejo",3,1996-09-13
"Celebrity Sex Tape",2,2012-02-02
"Pais de Pets",3,2023-08-22
"Vovó... Zona 3: Tal Pai, Tal Filho",2,2011-02-16
